path,id
probe_images/MVI_40172_100_img02626.jpg,1248
probe_images/MVI_20011_050_img00630.jpg,49
probe_images/MVI_40172_102_img00010.jpg,1250
probe_images/MVI_39801_006_img00155.jpg,661
probe_images/MVI_20035_002_img00099.jpg,175
probe_images/MVI_63563_169_img01361.jpg,5656
probe_images/MVI_40752_043_img00397.jpg,3620
probe_images/MVI_40752_002_img00010.jpg,3583
probe_images/MVI_40171_042_img01141.jpg,1151
probe_images/MVI_40191_331_img02445.jpg,1662
probe_images/MVI_40752_129_img01335.jpg,3702
probe_images/MVI_40171_044_img00010.jpg,1153
probe_images/MVI_63552_119_img00972.jpg,4799
probe_images/MVI_20034_038_img00657.jpg,161
probe_images/MVI_39851_035_img01270.jpg,771
probe_images/MVI_20011_051_img00629.jpg,50
probe_images/MVI_63563_125_img01027.jpg,5612
probe_images/MVI_40191_004_img00011.jpg,1338
probe_images/MVI_20033_022_img00775.jpg,122
probe_images/MVI_20051_025_img00450.jpg,260
probe_images/MVI_40751_029_img00785.jpg,3570
probe_images/MVI_40204_104_img00720.jpg,2194
probe_images/MVI_20035_034_img00010.jpg,205
probe_images/MVI_40192_204_img01522.jpg,1864
probe_images/MVI_20064_022_img00359.jpg,444
probe_images/MVI_20065_063_img00724.jpg,533
probe_images/MVI_63521_086_img01872.jpg,4638
probe_images/MVI_40191_071_img00514.jpg,1403
probe_images/MVI_40201_092_img00717.jpg,2060
probe_images/MVI_39811_005_img00120.jpg,702
probe_images/MVI_20061_023_img00148.jpg,346
probe_images/MVI_40204_146_img00996.jpg,2236
probe_images/MVI_40204_152_img01039.jpg,2242
probe_images/MVI_40752_017_img00170.jpg,3598
probe_images/MVI_20051_019_img00310.jpg,254
probe_images/MVI_40981_017_img00308.jpg,4051
probe_images/MVI_40752_184_img01856.jpg,3757
probe_images/MVI_40162_028_img00817.jpg,1049
probe_images/MVI_40243_090_img00645.jpg,3234
probe_images/MVI_40241_291_img01975.jpg,3104
probe_images/MVI_40752_144_img01517.jpg,3717
probe_images/MVI_40213_109_img00772.jpg,2714
probe_images/MVI_40192_007_img00015.jpg,1671
probe_images/MVI_20063_016_img00601.jpg,410
probe_images/MVI_40172_017_img00477.jpg,1168
probe_images/MVI_40244_095_img00715.jpg,3406
probe_images/MVI_63561_148_img01001.jpg,5320
probe_images/MVI_63562_091_img00747.jpg,5445
probe_images/MVI_40752_145_img01495.jpg,3718
probe_images/MVI_63521_017_img00311.jpg,4569
probe_images/MVI_40243_095_img00732.jpg,3239
probe_images/MVI_40751_040_img01075.jpg,3581
probe_images/MVI_40191_272_img02069.jpg,1603
probe_images/MVI_40192_253_img01832.jpg,1912
probe_images/MVI_63521_048_img01089.jpg,4600
probe_images/MVI_20035_036_img00010.jpg,207
probe_images/MVI_40241_051_img00305.jpg,2864
probe_images/MVI_40192_056_img00315.jpg,1716
probe_images/MVI_40211_118_img01125.jpg,2365
probe_images/MVI_63561_057_img00361.jpg,5229
probe_images/MVI_40241_297_img02012.jpg,3110
probe_images/MVI_40131_021_img00399.jpg,831
probe_images/MVI_40212_087_img00671.jpg,2520
probe_images/MVI_40981_075_img01410.jpg,4109
probe_images/MVI_40201_025_img00157.jpg,1993
probe_images/MVI_40243_159_img01181.jpg,3303
probe_images/MVI_40131_055_img01522.jpg,865
probe_images/MVI_41073_165_img01787.jpg,4545
probe_images/MVI_20052_030_img00268.jpg,311
probe_images/MVI_20011_002_img00010.jpg,1
probe_images/MVI_40963_059_img00863.jpg,3951
